horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,11,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-09,8.0
0,11,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-09,10.0
0,11,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-09,12.0
0,11,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-09,14.0
0,11,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-09,16.0
1,11,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,11,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,11,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,11,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,11,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,11,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-16,3.0
1,11,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-16,4.0
1,11,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-16,4.0
1,11,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-16,5.0
1,11,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-16,5.0
1,11,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-16,6.0
1,11,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-16,7.0
1,11,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-16,8.0
1,11,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-16,10.0
1,11,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-16,11.0
1,11,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-16,13.0
2,11,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,11,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-23,3.0
2,11,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-23,3.0
2,11,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-23,4.0
2,11,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-23,5.0
2,11,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-23,5.0
2,11,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-23,6.0
2,11,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-23,7.0
2,11,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-23,8.0
2,11,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-23,9.0
2,11,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-23,11.0
2,11,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-23,13.0
2,11,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-23,15.0
3,11,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,11,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,11,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,11,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,11,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,11,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,11,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,11,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,11,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,11,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,11,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,11,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,11,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-30,4.0
3,11,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-30,5.0
3,11,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-30,6.0
3,11,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-30,7.0
3,11,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-30,8.0
3,11,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-30,9.0
3,11,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-30,10.0
3,11,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-30,12.0
3,11,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-30,15.0
3,11,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-30,17.0
3,11,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-30,19.0
0,12,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-09,61.0
0,12,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-09,68.0
0,12,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-09,75.0
0,12,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-09,83.0
0,12,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-09,94.0
0,12,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-09,104.0
0,12,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-09,112.0
0,12,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-09,120.0
0,12,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-09,128.0
0,12,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-09,136.0
0,12,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-09,146.0
0,12,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-09,153.0
0,12,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-09,162.0
0,12,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-09,173.0
0,12,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-09,183.0
0,12,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-09,194.0
0,12,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-09,207.0
0,12,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-09,222.0
0,12,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-09,240.0
0,12,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-09,263.0
0,12,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-09,305.0
0,12,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-09,346.0
0,12,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-09,403.0
1,12,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-16,50.0
1,12,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-16,61.0
1,12,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-16,69.0
1,12,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-16,83.0
1,12,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-16,90.0
1,12,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-16,98.0
1,12,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-16,107.0
1,12,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-16,117.0
1,12,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-16,126.0
1,12,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-16,136.0
1,12,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-16,145.0
1,12,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-16,154.0
1,12,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-16,164.0
1,12,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-16,174.0
1,12,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-16,184.0
1,12,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-16,197.0
1,12,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-16,212.0
1,12,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-16,228.0
1,12,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-16,250.0
1,12,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-16,279.0
1,12,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-16,329.0
1,12,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-16,384.0
1,12,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-16,449.0
2,12,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-23,44.0
2,12,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-23,56.0
2,12,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-23,66.0
2,12,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-23,77.0
2,12,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-23,86.0
2,12,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-23,93.0
2,12,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-23,99.0
2,12,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-23,106.0
2,12,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-23,114.0
2,12,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-23,123.0
2,12,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-23,131.0
2,12,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-23,140.0
2,12,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-23,149.0
2,12,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-23,158.0
2,12,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-23,169.0
2,12,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-23,179.0
2,12,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-23,192.0
2,12,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-23,207.0
2,12,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-23,225.0
2,12,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-23,248.0
2,12,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-23,290.0
2,12,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-23,330.0
2,12,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-23,386.0
3,12,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-30,36.0
3,12,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-30,43.0
3,12,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-30,50.0
3,12,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-30,59.0
3,12,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-30,65.0
3,12,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-30,70.0
3,12,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-30,75.0
3,12,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-30,83.0
3,12,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-30,93.0
3,12,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-30,103.0
3,12,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-30,113.0
3,12,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-30,124.0
3,12,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-30,131.0
3,12,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-30,139.0
3,12,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-30,150.0
3,12,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-30,160.0
3,12,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-30,173.0
3,12,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-30,187.0
3,12,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-30,205.0
3,12,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-30,229.0
3,12,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-30,269.0
3,12,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-30,310.0
3,12,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-30,346.0
0,13,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,13,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,13,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,13,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-09,2.0
0,13,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-09,3.0
0,13,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-09,3.0
0,13,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-09,4.0
0,13,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-09,6.0
0,13,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-09,7.0
0,13,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-09,9.0
0,13,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-09,11.0
0,13,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-09,13.0
0,13,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-09,15.0
0,13,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-09,17.0
0,13,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-09,19.0
0,13,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-09,21.0
0,13,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-09,24.0
0,13,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-09,27.0
0,13,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-09,31.0
0,13,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-09,36.0
0,13,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-09,45.0
0,13,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-09,54.0
0,13,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-09,65.0
1,13,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,13,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,13,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,13,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,13,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-16,0.0
1,13,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-16,1.0
1,13,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-16,2.0
1,13,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-16,3.0
1,13,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-16,5.0
1,13,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-16,6.0
1,13,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-16,8.0
1,13,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-16,10.0
1,13,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-16,11.0
1,13,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-16,13.0
1,13,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-16,16.0
1,13,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-16,18.0
1,13,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-16,20.0
1,13,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-16,23.0
1,13,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-16,27.0
1,13,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-16,32.0
1,13,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-16,41.0
1,13,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-16,49.0
1,13,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-16,61.0
2,13,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,13,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,13,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,13,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,13,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-23,0.0
2,13,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-23,1.0
2,13,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-23,2.0
2,13,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-23,4.0
2,13,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-23,5.0
2,13,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-23,6.0
2,13,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-23,8.0
2,13,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-23,11.0
2,13,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-23,14.0
2,13,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-23,19.0
2,13,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-23,22.0
2,13,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-23,27.0
2,13,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-23,31.0
2,13,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-23,37.0
2,13,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-23,43.0
2,13,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-23,50.0
2,13,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-23,62.0
2,13,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-23,75.0
2,13,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-23,92.0
3,13,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,13,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,13,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-30,0.0
3,13,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-30,1.0
3,13,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-30,2.0
3,13,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-30,3.0
3,13,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-30,4.0
3,13,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-30,6.0
3,13,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-30,7.0
3,13,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-30,8.0
3,13,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-30,9.0
3,13,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-30,11.0
3,13,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-30,15.0
3,13,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-30,20.0
3,13,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-30,25.0
3,13,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-30,31.0
3,13,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-30,37.0
3,13,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-30,43.0
3,13,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-30,51.0
3,13,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-30,61.0
3,13,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-30,75.0
3,13,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-30,91.0
3,13,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-30,109.0
0,15,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-09,8.0
0,15,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-09,10.0
0,15,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-09,11.0
0,15,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-09,14.0
0,15,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-09,15.0
0,15,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-09,17.0
0,15,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-09,18.0
0,15,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-09,19.0
0,15,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-09,20.0
0,15,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-09,21.0
0,15,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-09,21.0
0,15,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-09,22.0
0,15,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-09,23.0
0,15,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-09,24.0
0,15,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-09,25.0
0,15,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-09,25.0
0,15,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-09,26.0
0,15,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-09,28.0
0,15,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-09,29.0
0,15,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-09,31.0
0,15,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-09,33.0
0,15,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-09,35.0
0,15,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-09,37.0
1,15,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-16,5.0
1,15,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-16,5.0
1,15,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-16,7.0
1,15,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-16,10.0
1,15,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-16,11.0
1,15,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-16,13.0
1,15,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-16,15.0
1,15,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-16,16.0
1,15,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-16,17.0
1,15,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-16,18.0
1,15,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-16,20.0
1,15,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-16,21.0
1,15,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-16,22.0
1,15,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-16,23.0
1,15,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-16,24.0
1,15,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-16,26.0
1,15,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-16,27.0
1,15,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-16,28.0
1,15,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-16,30.0
1,15,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-16,33.0
1,15,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-16,36.0
1,15,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-16,39.0
1,15,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-16,43.0
2,15,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-23,8.0
2,15,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-23,8.0
2,15,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-23,9.0
2,15,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-23,11.0
2,15,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-23,13.0
2,15,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-23,15.0
2,15,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-23,16.0
2,15,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-23,18.0
2,15,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-23,19.0
2,15,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-23,20.0
2,15,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-23,21.0
2,15,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-23,22.0
2,15,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-23,23.0
2,15,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-23,24.0
2,15,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-23,25.0
2,15,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-23,27.0
2,15,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-23,28.0
2,15,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-23,29.0
2,15,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-23,31.0
2,15,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-23,33.0
2,15,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-23,37.0
2,15,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-23,40.0
2,15,quantile,0.99,2026-05-09,wk inc flu hosp,2026-05-23,43.0
3,15,quantile,0.01,2026-05-09,wk inc flu hosp,2026-05-30,6.0
3,15,quantile,0.025,2026-05-09,wk inc flu hosp,2026-05-30,6.0
3,15,quantile,0.05,2026-05-09,wk inc flu hosp,2026-05-30,7.0
3,15,quantile,0.1,2026-05-09,wk inc flu hosp,2026-05-30,7.0
3,15,quantile,0.15,2026-05-09,wk inc flu hosp,2026-05-30,9.0
3,15,quantile,0.2,2026-05-09,wk inc flu hosp,2026-05-30,11.0
3,15,quantile,0.25,2026-05-09,wk inc flu hosp,2026-05-30,13.0
3,15,quantile,0.3,2026-05-09,wk inc flu hosp,2026-05-30,15.0
3,15,quantile,0.35,2026-05-09,wk inc flu hosp,2026-05-30,16.0
3,15,quantile,0.4,2026-05-09,wk inc flu hosp,2026-05-30,17.0
3,15,quantile,0.45,2026-05-09,wk inc flu hosp,2026-05-30,19.0
3,15,quantile,0.5,2026-05-09,wk inc flu hosp,2026-05-30,20.0
3,15,quantile,0.55,2026-05-09,wk inc flu hosp,2026-05-30,22.0
3,15,quantile,0.6,2026-05-09,wk inc flu hosp,2026-05-30,23.0
3,15,quantile,0.65,2026-05-09,wk inc flu hosp,2026-05-30,25.0
3,15,quantile,0.7,2026-05-09,wk inc flu hosp,2026-05-30,26.0
3,15,quantile,0.75,2026-05-09,wk inc flu hosp,2026-05-30,28.0
3,15,quantile,0.8,2026-05-09,wk inc flu hosp,2026-05-30,29.0
3,15,quantile,0.85,2026-05-09,wk inc flu hosp,2026-05-30,31.0
3,15,quantile,0.9,2026-05-09,wk inc flu hosp,2026-05-30,34.0
3,15,quantile,0.95,2026-05-09,wk inc flu hosp,2026-05-30,38.0
3,15,quantile,0.975,2026-05-09,wk inc flu hosp,2026-05-30,42.0
